texto,label,confianza,decision_src,keywords_match,label_lexico,label_numerico,producto,marca,categoria,fuente,precio_usd,descuento,fecha,sku,url,source_file,label_id
"Placa madre Asrock Z890 PRO-A LGA1851, DDR5, ATX | marca: Asrock | categoria: MOTHERBOARD | fuente: coolbox_pe | precio: 266.4 USD",VIGENTE,1.0,lexical,"lga1851, ddr5",VIGENTE,DESCONOCIDO,"Placa madre Asrock Z890 PRO-A LGA1851, DDR5, ATX",Asrock,MOTHERBOARD,coolbox_pe,266.4,0.0,2026-07-17 03:13:00,10057317,https://www.coolbox.pe/placa-madre-asrock-z890-pro-a-lga1851-ddr5-atx-mbarz890p/p,precios_20260717_0313.csv,0
"Placa madre Asrock H610M-HDV/M.2 R2.0, DDR4, M.2, LGA1700 (reempacado) | marca: Asrock | categoria: MOTHERBOARD | fuente: coolbox_pe | precio: 85.79 USD | descuento: 2500%",EN_RIESGO,0.72,numeric_wins,ddr4,OBSOLETO,EN_RIESGO,"Placa madre Asrock H610M-HDV/M.2 R2.0, DDR4, M.2, LGA1700 (reempacado)",Asrock,MOTHERBOARD,coolbox_pe,85.79,25.0,2026-07-17 03:13:00,10061042,https://www.coolbox.pe/placa-madre-asrock-h610m-ree-90mxbh60a0u/p,precios_20260717_0313.csv,1
"Placa madre Advance MoDT ITX con Procesador (incorporado) Intel Core i5-13420H,  Wi-Fi HDMIx2/DP/VGA | marca: Advance | categoria: MOTHERBOARD | fuente: coolbox_pe | precio: 314.4 USD",EN_RIESGO,1.0,lexical,i5-13,EN_RIESGO,DESCONOCIDO,"Placa madre Advance MoDT ITX con Procesador (incorporado) Intel Core i5-13420H,  Wi-Fi HDMIx2/DP/VGA",Advance,MOTHERBOARD,coolbox_pe,314.4,0.0,2026-07-17 03:13:00,10054480,https://www.coolbox.pe/placa-madre-advance-modt-itx-con-procesador-incorporado-intel-core-i5-mbadvi513420h/p,precios_20260717_0313.csv,1
"Placa madre Asrock H610M-HDV/M.2 R2.0, DDR4, M.2, LGA1700 | marca: Asrock | categoria: MOTHERBOARD | fuente: coolbox_pe | precio: 114.4 USD",OBSOLETO,0.5,lexical,ddr4,OBSOLETO,DESCONOCIDO,"Placa madre Asrock H610M-HDV/M.2 R2.0, DDR4, M.2, LGA1700",Asrock,MOTHERBOARD,coolbox_pe,114.4,0.0,2026-07-17 03:13:00,21224,https://www.coolbox.pe/placa-madre-asrock-h610m-90mxbh60a0uayz/p,precios_20260717_0313.csv,2
"Placa madre Advance MoDT ITX con Procesador (incorporado) Intel Core i7-13620H, Wi-Fi HDMIx2/DP/VGA | marca: Advance | categoria: MOTHERBOARD | fuente: coolbox_pe | precio: 359.73 USD",EN_RIESGO,1.0,lexical,i7-13,EN_RIESGO,DESCONOCIDO,"Placa madre Advance MoDT ITX con Procesador (incorporado) Intel Core i7-13620H, Wi-Fi HDMIx2/DP/VGA",Advance,MOTHERBOARD,coolbox_pe,359.73,0.0,2026-07-17 03:13:00,10054481,https://www.coolbox.pe/placa-madre-advance-modt-itx-con-procesador-incorporado-intel-core-i7-mbadvi713620h/p,precios_20260717_0313.csv,1
"Fuente de poder Teros TE-7160 600W, 80 Plus Bronze | marca: Teros | categoria: PSU | fuente: coolbox_pe | precio: 47.73 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Fuente de poder Teros TE-7160 600W, 80 Plus Bronze",Teros,PSU,coolbox_pe,47.73,0.0,2026-07-17 03:13:00,10042120,https://www.coolbox.pe/fuente-de-poder-teros-te-7160-600w-te71600w/p,precios_20260717_0313.csv,0
"Fuente de poder Teros TE-7175W 750W, 80 Plus Gold, F. modular | marca: Teros | categoria: PSU | fuente: coolbox_pe | precio: 74.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Fuente de poder Teros TE-7175W 750W, 80 Plus Gold, F. modular",Teros,PSU,coolbox_pe,74.4,0.0,2026-07-17 03:13:00,10042119,https://www.coolbox.pe/fuente-de-poder-teros-te-7175w-750w-te7175w-gold/p,precios_20260717_0313.csv,0
"Fuente de poder Antryx Kirin 850 GOLD, 850W, 80 Plus Gold, modular | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 146.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Fuente de poder Antryx Kirin 850 GOLD, 850W, 80 Plus Gold, modular",Antryx,PSU,coolbox_pe,146.4,0.0,2026-07-17 03:13:00,11746,https://www.coolbox.pe/fuente-poder-antryx-kirin-850-gold-850w-000708-gi/p,precios_20260717_0313.csv,0
"Fuente de poder Seasonic A12, 600W, 80 Plus, blanco | marca: Seasonic | categoria: PSU | fuente: coolbox_pe | precio: 85.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Fuente de poder Seasonic A12, 600W, 80 Plus, blanco",Seasonic,PSU,coolbox_pe,85.07,0.0,2026-07-17 03:13:00,11750,https://www.coolbox.pe/fuente-poder-seasonic-a12-600w-000610-gi/p,precios_20260717_0313.csv,0
Fuente de poder Seasonic Vertex GX-1200W 80Plus Gold Modular PCIE5.0 | marca: Seasonic | categoria: PSU | fuente: coolbox_pe | precio: 373.07 USD,VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,Fuente de poder Seasonic Vertex GX-1200W 80Plus Gold Modular PCIE5.0,Seasonic,PSU,coolbox_pe,373.07,0.0,2026-07-17 03:13:00,10041907,https://www.coolbox.pe/fuente-poder-seasonic-vertex-gx-1200w-80plus-gold-12122gxafs/p,precios_20260717_0313.csv,0
"Fuente de poder Antryx Kirin 750 GOLD, 750W, 80 Plus Gold, modular | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 125.07 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Fuente de poder Antryx Kirin 750 GOLD, 750W, 80 Plus Gold, modular",Antryx,PSU,coolbox_pe,125.07,0.0,2026-07-17 03:13:00,11745,https://www.coolbox.pe/fuente-poder-antryx-kirin-750-gold-750w-000707-gi/p,precios_20260717_0313.csv,0
"Fuente de poder Antryx Kirin Gold Evo II 1000W, 80 Plus Gold, modular ATV3.0, Pcie 5.0 | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 199.73 USD",VIGENTE,1.0,lexical,pcie 5.0,VIGENTE,DESCONOCIDO,"Fuente de poder Antryx Kirin Gold Evo II 1000W, 80 Plus Gold, modular ATV3.0, Pcie 5.0",Antryx,PSU,coolbox_pe,199.73,0.0,2026-07-17 03:13:00,10047321,https://www.coolbox.pe/fuente-poder-antryx-kirin-gold-evo-ii-1000w-1063/p,precios_20260717_0313.csv,0
"Fuente de poder Antryx Kirin 850 GOLD, 850W, 80 Plus Gold, modular (reempacado) | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 109.79 USD | descuento: 2500%",EN_RIESGO,0.72,numeric,,DESCONOCIDO,EN_RIESGO,"Fuente de poder Antryx Kirin 850 GOLD, 850W, 80 Plus Gold, modular (reempacado)",Antryx,PSU,coolbox_pe,109.79,25.0,2026-07-17 03:13:00,10067164,https://www.coolbox.pe/reempacado-fuente-poder-antryx-kirin-850-gold-850w-ree-000708-gi/p,precios_20260717_0313.csv,1
Fuente de poder Seasonic Focus GX-1000W 80 Plus Gold Modular PCIE5.0 | marca: Seasonic | categoria: PSU | fuente: coolbox_pe | precio: 293.07 USD,VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,Fuente de poder Seasonic Focus GX-1000W 80 Plus Gold Modular PCIE5.0,Seasonic,PSU,coolbox_pe,293.07,0.0,2026-07-17 03:13:00,10041904,https://www.coolbox.pe/fuente-poder-seasonic-focus-gx-1000w-80-plus-gold-ssr-1000fx3/p,precios_20260717_0313.csv,0
"Fuente de poder Seasonic A12 500W, 80 Plus White | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 66.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Fuente de poder Seasonic A12 500W, 80 Plus White",Antryx,PSU,coolbox_pe,66.4,0.0,2026-07-17 03:13:00,10047323,https://www.coolbox.pe/fuente-poder-seasonic-a12-500w-80-plus-white-611/p,precios_20260717_0313.csv,0
"Fuente de poder Seasonic A12 500W, 80 Plus White (reempacado) | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 49.79 USD | descuento: 2500%",EN_RIESGO,0.72,numeric,,DESCONOCIDO,EN_RIESGO,"Fuente de poder Seasonic A12 500W, 80 Plus White (reempacado)",Antryx,PSU,coolbox_pe,49.79,25.0,2026-07-17 03:13:00,10067161,https://www.coolbox.pe/reempacado-fuente-poder-seasonic-a12-500w-80-plus-white-ree-611/p,precios_20260717_0313.csv,1
"Fuente de poder Antryx Kirin Gold Evo II 1200W, 80 Plus Gold, modular ATV3.0, Pcie 5.0 | marca: Antryx | categoria: PSU | fuente: coolbox_pe | precio: 239.73 USD",VIGENTE,1.0,lexical,pcie 5.0,VIGENTE,DESCONOCIDO,"Fuente de poder Antryx Kirin Gold Evo II 1200W, 80 Plus Gold, modular ATV3.0, Pcie 5.0",Antryx,PSU,coolbox_pe,239.73,0.0,2026-07-17 03:13:00,10047322,https://www.coolbox.pe/fuente-poder-antryx-kirin-gold-evo-ii-1200w-1064/p,precios_20260717_0313.csv,0
"Sistema de enfriamiento líquido Triton Infinity 240, negro | marca: Antryx | categoria: COOLER | fuente: coolbox_pe | precio: 114.4 USD",VIGENTE,0.4,default,,DESCONOCIDO,DESCONOCIDO,"Sistema de enfriamiento líquido Triton Infinity 240, negro",Antryx,COOLER,coolbox_pe,114.4,0.0,2026-07-17 03:13:00,10041876,https://www.coolbox.pe/sistema-enfriamiento-liquido-triton-infinity-240-negro-awc-t1240k/p,precios_20260717_0313.csv,0
"Cooler para CPU Be Quiet! Dark Rock Slim BK024, LGA1700, AM5 | marca: Be Quiet | categoria: COOLER | fuente: coolbox_pe | precio: 79.73 USD | descuento: 2310%",EN_RIESGO,0.71,consensus,lga1700,EN_RIESGO,EN_RIESGO,"Cooler para CPU Be Quiet! Dark Rock Slim BK024, LGA1700, AM5",Be Quiet,COOLER,coolbox_pe,79.73,23.1,2026-07-17 03:13:00,27467,https://www.coolbox.pe/cooler-cpu-be-quiet-dark-rock-slim-bk024-be9962cp/p,precios_20260717_0313.csv,1
