sku,producto,marca,categoria,precio_local_pen,precio_import_usd,label_obsolescencia,rank_obsolescencia,roi_unitario_pct,ganancia_unitaria,score_roi_ponderado,rank_roi,roi_pct_con,roi_pct_agr,gap_pct,gap_usd,gap_pct_real,conviene_local,match_score,in_pareto_front,pareto_roi_pct,pareto_riesgo,pareto_tipo,fuzzy_score_roi,fuzzy_score_pe3c,fuzzy_score_pareto,score_oe9,rank_oe9,r_j,p_vigente,p_en_riesgo,p_obsoleto,label_pred,precio_venta_usd,precio_costo_usd,ganancia_usd,roi_usd_pct
10057318,"Placa madre Asrock Prime B860M-A LGA1851, DDR5, MATX",Asrock,MOTHERBOARD,205.29,80.0,VIGENTE,62,38.61,73.06,0.4878,775.0,43.05,23.72,156.6125,125.29,70.05467196819085,0.0,86.66666666666667,False,,,,0.783505,0.979981,0.0,0.516219,14,0.020019,0.021833,0.958149,0.020019,EN_RIESGO,205.29,80.0,125.29,156.6125
22034,"Procesador Intel Core i3-13100F, 4.5Ghz, 4+4 cores, LGA1700",Intel,CPU,279.83,200.12,EN_RIESGO,72,32.63,147.87,0.456,890.0,71.39,39.59,39.83110133919647,79.70999999999998,-13.885213109709188,1.0,94.44444444444444,True,68.05,5.0362,normal,0.767857,0.996858,0.700855,0.692707,4,0.003142,0.000342,0.996516,0.003142,EN_RIESGO,279.83,200.12,79.70999999999998,39.8311
10041904,Fuente de poder Seasonic Focus GX-1000W 80 Plus Gold Modular PCIE5.0,Seasonic,PSU,322.76,117.51,VIGENTE,69,40.11,63.86,0.4403,918.0,37.88,47.47,174.66598587354267,205.25,91.11795357650404,0.0,90.32258064516128,False,,,,1.0,0.995081,0.0,0.598032,7,0.004919,0.992307,0.002774,0.004919,VIGENTE,322.76,117.51,205.25,174.666
10051503,Unidad de estado sólido SSD Kingston NV3 1000GB M.2 PCIE4.0 NVME,Kingston,SSD,575.33,319.99,VIGENTE,20,44.2,63.55,0.6073,347.0,,51.77,79.79624363261352,255.34000000000003,20.143253910247047,0.0,100.0,False,,,,0.785714,0.043023,0.0,0.142209,56,0.956977,0.025154,0.01787,0.956977,OBSOLETO,575.33,319.99,255.34000000000003,79.7962
10048086,"Procesador Intel Core i3-14100 4-Cores, 4.7 GHz, LGA1700",Intel,CPU,206.12,200.12,EN_RIESGO,75,32.63,147.87,0.456,890.0,71.39,39.59,2.998201079352389,6.0,-36.56870287736575,1.0,85.71428571428572,True,68.05,5.0362,normal,0.872727,0.99907,0.747826,0.742039,2,0.00093,5.4e-05,0.999016,0.00093,EN_RIESGO,206.12,200.12,6.0,2.9982
12208,"Memoria ram Kingston Fury Beast 16GB (1x16GB), DDR4, 3200Mhz, CL16",Kingston,RAM,229.32,97.99,OBSOLETO,68,70.42,103.09,0.7622,88.0,41.59,16.0,134.02387998775384,131.32999999999998,59.44931163954944,0.0,100.0,False,,,,0.730435,0.994543,0.0,0.503469,20,0.005457,0.000606,0.993937,0.005457,EN_RIESGO,229.32,97.99,131.32999999999998,134.0239
10057313,"Procesador Intel Core Ultra 5 225F, 4.9GHZ, 4+6 CORES, LGA1851",Intel,CPU,338.81,154.99,VIGENTE,60,29.37,95.4,0.4442,911.0,,36.17,118.60120007742434,183.82,56.126445785908494,0.0,92.5925925925926,False,,,,0.743802,0.977271,0.0,0.501239,24,0.022729,0.92081,0.056462,0.022729,VIGENTE,338.81,154.99,183.82,118.6012
10048431,Memoria Ram para Laptop Kingston KCP 16GB DDR4 3200Mhz SODIMM,Kingston,RAM,155.36,99.0,OBSOLETO,66,83.79,120.5,0.9139,10.0,64.18,17.49,56.92929292929294,56.360000000000014,7.056229327453148,0.0,100.0,False,,,,0.757143,0.992452,0.0,0.511981,16,0.007548,0.000583,0.99187,0.007548,EN_RIESGO,155.36,99.0,56.360000000000014,56.9293
10051504,Unidad de estado sólido SSD Kingston NV3 2000GB M.2 PCIE4.0 NVME,Kingston,SSD,1192.07,1881.72,VIGENTE,44,44.2,63.55,0.6073,347.0,,51.77,-36.64997980570968,-689.6500000000001,-52.0125758313776,1.0,100.0,False,,,,0.803571,0.925294,0.0,0.501367,23,0.074706,0.882553,0.042741,0.074706,VIGENTE,1881.72,1192.07,689.6500000000001,57.8531
11745,"Fuente de poder Antryx Kirin 750 GOLD, 750W, 80 Plus Gold, modular",Antryx,PSU,137.74,69.99,VIGENTE,30,37.02,22.58,0.4498,902.0,,44.2,96.79954279182743,67.75000000000001,27.690738852322244,0.0,100.0,False,,,,0.861314,0.578564,0.0,0.382886,31,0.421436,0.126686,0.451878,0.421436,EN_RIESGO,137.74,69.99,67.75000000000001,96.7995
10066165,Memoria RAM TeamGroup T-Force Vulcan Z 8GB DDR4 3200Mhz CL16 1.35v,Teamgroup,RAM,108.37,36.0,OBSOLETO,51,32.68,18.45,0.5525,504.0,,39.64,201.0277777777778,72.37,68.74805356586734,0.0,100.0,False,,,,1.0,0.938937,0.0,0.575575,9,0.061063,0.018439,0.920498,0.061063,EN_RIESGO,108.37,36.0,72.37,201.0278
10047321,"Fuente de poder Antryx Kirin Gold Evo II 1000W, 80 Plus Gold, modular ATV3.0, Pcie 5.0",Antryx,PSU,219.97,115.59,VIGENTE,58,37.02,22.58,0.4498,902.0,,20.72,90.30192923263256,104.38,32.17762288186517,0.0,100.0,False,,,,0.738854,0.975149,0.0,0.498658,25,0.024851,0.958183,0.016965,0.024851,VIGENTE,219.97,115.59,104.38,90.3019
12209,"Memoria RAM Kingston Fury Beast 8GB (1x8GB), DDR4, 3200Mhz, CL14",Kingston,RAM,229.32,97.99,OBSOLETO,40,48.45,163.57,0.664,227.0,,16.0,134.02387998775384,131.32999999999998,59.44931163954944,0.0,100.0,False,,,,0.727273,0.874022,0.0,0.454154,27,0.125978,0.078354,0.795668,0.125978,EN_RIESGO,229.32,97.99,131.32999999999998,134.0239
10057981,Unidad de estado sólido SSD Kingston Fury Renegade G5 1TB M.2 PCIE5 NVME 2280,Kingston,SSD,322.76,207.9,VIGENTE,80,24.11,43.34,0.4653,862.0,40.46,30.63,55.247715247715234,114.86,-3.6364722039768336,1.0,100.0,False,,,,1.0,0.999903,0.0,0.599961,5,9.7e-05,0.999878,2.5e-05,9.7e-05,VIGENTE,322.76,207.9,114.86,55.2477
10041907,Fuente de poder Seasonic Vertex GX-1200W 80Plus Gold Modular PCIE5.0,Seasonic,PSU,410.87,319.99,VIGENTE,55,40.11,63.86,0.4403,918.0,37.88,47.47,28.400887527735243,90.88,-14.200096059473344,1.0,90.32258064516128,False,,,,0.823529,0.95775,0.0,0.521335,13,0.04225,0.913205,0.044545,0.04225,VIGENTE,410.87,319.99,90.88,28.4009
10066291,"Memoria RAM Kingston KVR 8GB, DDR4, 3200MT/s, CL22, SODIMM",Kingston,RAM,175.92,149.99,OBSOLETO,39,64.18,93.96,0.7542,93.0,46.68,72.81,17.287819187945846,25.92999999999998,-16.463269860867094,1.0,100.0,False,,,,0.72,0.860976,0.0,0.44639,28,0.139024,0.093596,0.76738,0.139024,EN_RIESGO,175.92,149.99,25.92999999999998,17.2878
22041,"Procesador Intel Core i5-13400F, 2.5GHZ, 6+4 cores, LGA1700",Intel,CPU,279.83,200.12,EN_RIESGO,65,32.63,147.87,0.456,890.0,57.64,39.59,39.83110133919647,79.70999999999998,-13.885213109709188,1.0,94.44444444444444,False,,,,0.821429,0.989443,0.0,0.533277,12,0.010557,0.017063,0.97238,0.010557,EN_RIESGO,279.83,200.12,79.70999999999998,39.8311
10044548,"Procesador AMD Ryzen 5 8600G (IA), 5Ghz, 6 cores, AM5,  65W",amd,CPU,338.81,253.53,EN_RIESGO,61,27.17,101.45,0.4603,874.0,50.31,13.8,33.637044925649825,85.28,-13.904911950804252,1.0,88.0,False,,,,0.762887,0.979574,0.0,0.50884,18,0.020426,0.802719,0.176855,0.020426,VIGENTE,338.81,253.53,85.28,33.637
10061042,"Placa madre Asrock H610M-HDV/M.2 R2.0, DDR4, M.2, LGA1700 (reempacado)",Asrock,MOTHERBOARD,94.48,88.91,EN_RIESGO,52,46.38,27.59,0.5036,661.0,,15.53,6.264762118996748,5.570000000000007,-28.51089588377724,1.0,100.0,False,,,,0.907563,0.948165,0.0,0.546913,10,0.051835,0.018375,0.92979,0.051835,EN_RIESGO,94.48,88.91,5.570000000000007,6.2648
10048103,"Placa madre MSI PRO B650M-P, socket AM5, DDR5 hasta 192GB, factor micro-ATX, 2x M.2 PCIe 4.0, LAN 2.5G, HDMI y DisplayPort",Msi,MOTHERBOARD,146.55,62.85,VIGENTE,79,,,,,,,133.17422434367546,83.70000000000002,48.48024316109424,0.0,100.0,False,,,,0.0,0.99985,0.0,0.24994,32,0.00015,0.999743,0.000107,0.00015,VIGENTE,146.55,62.85,83.70000000000002,133.1742
21224,"Placa madre Asrock H610M-HDV/M.2 R2.0, DDR4, M.2, LGA1700",Asrock,MOTHERBOARD,125.99,88.91,OBSOLETO,67,46.38,27.59,0.5036,661.0,,54.08,41.70509503992801,37.08,-4.668583535108961,1.0,100.0,False,,,,1.0,0.99353,0.0,0.597412,8,0.00647,0.001088,0.992442,0.00647,EN_RIESGO,125.99,88.91,37.08,41.7051
11439,"Procesador AMD Ryzen 5 5600G, 3.9Ghz, 6 cores, AM4",amd,CPU,265.09,253.53,OBSOLETO,63,47.72,94.36,0.5789,410.0,38.09,13.98,4.559618191141078,11.559999999999974,-32.63791832897111,1.0,96.0,False,,,,0.847826,0.985343,0.0,0.540876,11,0.014657,0.946641,0.038701,0.014657,VIGENTE,265.09,253.53,11.559999999999974,4.5596
10047323,"Fuente de poder Seasonic A12 500W, 80 Plus White",Antryx,PSU,73.13,37.99,VIGENTE,34,,,,,,26.18,92.49802579626216,35.13999999999999,9.508834980533084,0.0,100.0,False,,,,0.0,0.751888,0.0,0.150755,54,0.248112,0.285952,0.465936,0.248112,EN_RIESGO,73.13,37.99,35.13999999999999,92.498
4985,"Unidad de estado sólido SSD Kingston SSD A400 960GB de capacidad, 2.5"", SATA3",Kingston,SSD,49.86,29.37,VIGENTE,7,,,,,,,69.76506639427987,20.49,-10.500807754442652,1.0,88.88888888888889,False,,,,0.0,0.002968,0.0,-0.148813,76,0.997032,0.001799,0.001169,0.997032,OBSOLETO,49.86,29.37,20.49,69.7651
4339,"Unidad de estado sólido SSD Kingston Ssd A400 480GB de capacidad , 2.5"", SATA3",Kingston,SSD,49.86,29.37,VIGENTE,21,,,,,,,69.76506639427987,20.49,-10.500807754442652,1.0,88.88888888888889,False,,,,0.0,0.051243,0.0,-0.129503,64,0.948757,0.026466,0.024778,0.948757,OBSOLETO,49.86,29.37,20.49,69.7651
4338,"Unidad de estado sólido SSD Kingston A400 240GB de capacidad, 2.5"", SATA3",Kingston,SSD,49.86,29.37,VIGENTE,24,,,,,,,69.76506639427987,20.49,-10.500807754442652,1.0,88.88888888888889,False,,,,0.0,0.16078,0.0,-0.085688,61,0.83922,0.076574,0.084205,0.83922,OBSOLETO,49.86,29.37,20.49,69.7651
10042120,"Fuente de poder Teros TE-7160 600W, 80 Plus Bronze",Teros,PSU,44.5,32.17,VIGENTE,29,,,,,,26.18,38.32763444202673,12.329999999999998,-24.970494014500087,1.0,100.0,False,,,,0.0,0.508326,0.0,0.05333,57,0.491674,0.293749,0.214577,0.491674,OBSOLETO,44.5,32.17,12.329999999999998,38.3276
10051005,"Gabinete Antryx RX-250, USB3.0, FRGB FAN X4, panel lateral de vidrio templado",Antryx,CASE,117.44,90.0,VIGENTE,5,,,,,,20.7,30.488888888888887,27.44,-17.044571590026134,1.0,100.0,False,,,,0.0,0.002504,0.0,-0.148998,78,0.997496,0.001615,0.000889,0.997496,OBSOLETO,117.44,90.0,27.44,30.4889
10041874,"Gabinete Antryx XM-330 Xtreme, ITX/Micro ATX, Panel lateral vidrio templado, con fuente 500W",Antryx,CASE,117.44,90.0,VIGENTE,8,,,,,,20.7,30.488888888888887,27.44,-17.044571590026134,1.0,100.0,False,,,,0.0,0.00394,0.0,-0.148424,75,0.99606,0.002349,0.001591,0.99606,OBSOLETO,117.44,90.0,27.44,30.4889
24382,"Memoria ram para laptop Kingston KCP 8GB DDR4, 3200Mhz",Kingston,RAM,87.81,35.19,OBSOLETO,57,,,,,,,149.53111679454392,52.620000000000005,38.98385565052232,0.0,100.0,False,,,,0.0,0.971094,0.0,0.238438,37,0.028906,0.006985,0.964109,0.028906,EN_RIESGO,87.81,35.19,52.620000000000005,149.5311
10043282,"Procesador AMD ATHLON 3000G 3.5Ghz, 2 CORES, AM4",amd,CPU,265.09,253.53,OBSOLETO,59,,,,,,13.98,4.559618191141078,11.559999999999974,-32.63791832897111,1.0,96.0,False,,,,0.0,0.975699,0.0,0.24028,36,0.024301,0.958008,0.017691,0.024301,VIGENTE,265.09,253.53,11.559999999999974,4.5596
10067162,"Placa madre Gigabyte B550M-K AM4, DDR4 (reempacado)",Gigabyte,MOTHERBOARD,98.88,89.99,OBSOLETO,45,,,,,,,9.8788754306034,8.89,-25.96031448895545,1.0,88.88888888888889,False,,,,0.0,0.925424,0.0,0.22017,46,0.074576,0.045956,0.879468,0.074576,EN_RIESGO,98.88,89.99,8.89,9.8789
