sku,producto,marca,categoria,precio_local_pen,precio_import_usd,label_obsolescencia,rank_obsolescencia,roi_unitario_pct,ganancia_unitaria,score_roi_ponderado,rank_roi,roi_pct_con,roi_pct_agr,gap_pct,gap_usd,gap_pct_real,conviene_local,match_score,in_pareto_front,pareto_roi_pct,pareto_riesgo,pareto_tipo,fuzzy_score_roi,fuzzy_score_pe3c,fuzzy_score_pareto,score_oe9,rank_oe9,r_j,p_vigente,p_en_riesgo,p_obsoleto,label_pred,precio_venta_usd,precio_costo_usd,ganancia_usd,roi_usd_pct
153728733,Tarjeta de Video GeForce RTX 5060 TI EAGLE OC ICE 8G 8GB GDDR7 PCIe 5.0,GIGABYTE,tarjetas_video,2999.0,529.7067692307692,VIGENTE,490,66.67,353.1378461538462,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,9.1e-05,OPTIMO,0.22223333333333334,0.5,0.5,0.6888387333333333,11,9.1e-05,0.999853,5.6e-05,9.1e-05,VIGENTE,882.8446153846154,529.7067692307692,353.1378461538462,66.67
v1|298248080492|0,"MSI MPG X870E EDGE TI WIFI AM5 ATX Motherboard – DDR5, PCIe 5.0, Wi-Fi 7",,,985.1284615384616,173.994,VIGENTE,488,66.67,115.99600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,9.4e-05,OPTIMO,0.22223333333333334,0.5,0.5,0.6888369333333333,12,9.4e-05,0.999841,6.6e-05,9.4e-05,VIGENTE,289.99,173.994,115.99600000000001,66.67
v1|298248080492|0,"MSI MPG X870E EDGE TI WIFI AM5 ATX Motherboard – DDR5, PCIe 5.0, Wi-Fi 7",,,985.1284615384616,173.994,VIGENTE,488,66.67,115.99600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,9.4e-05,OPTIMO,0.22223333333333334,0.5,0.5,0.6888369333333333,13,9.4e-05,0.999841,6.6e-05,9.4e-05,VIGENTE,289.99,173.994,115.99600000000001,66.67
153728388,Tarjeta de Video GeForce RTX 5060 TI GAMING OC 8G 8GB GDDR7 PCIe 5.0,GIGABYTE,tarjetas_video,2866.2,502.6310769230769,VIGENTE,487,66.67,335.0873846153846,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,9.5e-05,OPTIMO,0.22223333333333334,0.5,0.5,0.6888363333333334,14,9.5e-05,0.999848,5.8e-05,9.5e-05,VIGENTE,837.7184615384615,502.6310769230769,335.0873846153846,66.67
154977671,"Tarjeta de video GeForce RTX 5060 Ti EAGLE OC ICE 8G, 8 GB GDDR7, PCIe 5.0",GIGABYTE,tarjetas_video,2999.0,529.6873846153845,VIGENTE,486,66.67,353.1249230769231,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000111,OPTIMO,0.22223333333333334,0.5,0.5,0.6888267333333333,15,0.000111,0.999819,7e-05,0.000111,VIGENTE,882.8123076923076,529.6873846153845,353.1249230769231,66.67
v1|205763763400|0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0,",,,739.3469230769231,130.58399999999997,VIGENTE,484,66.67,87.05600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000114,OPTIMO,0.22223333333333334,0.5,0.5,0.6888249333333334,16,0.000114,0.999791,9.4e-05,0.000114,VIGENTE,217.64,130.58399999999997,87.05600000000001,66.67
v1|205763763400|0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0,",,,739.3469230769231,130.58399999999997,VIGENTE,484,66.67,87.05600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000114,OPTIMO,0.22223333333333334,0.5,0.5,0.6888249333333334,17,0.000114,0.999791,9.4e-05,0.000114,VIGENTE,217.64,130.58399999999997,87.05600000000001,66.67
155177007,"Prime RTX 5070 Ti - Tarjeta Gráfica NVIDIA GeForce - PCIe 5.0, GDDR7, HDMI y DisplayP",ASUS,tarjetas_video,7568.090909090909,1328.4999999999998,VIGENTE,483,66.67,885.6666666666667,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000115,OPTIMO,0.22223333333333334,0.5,0.5,0.6888243333333334,18,0.000115,0.999836,4.9e-05,0.000115,VIGENTE,2214.1666666666665,1328.4999999999998,885.6666666666667,66.67
153728733,Tarjeta de Video GeForce RTX 5060 TI EAGLE OC ICE 8G 8GB GDDR7 PCIe 5.0,GIGABYTE,tarjetas_video,2999.0,529.7067692307692,VIGENTE,482,66.67,353.1378461538462,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000118,OPTIMO,0.22223333333333334,0.5,0.5,0.6888225333333334,19,0.000118,0.999808,7.5e-05,0.000118,VIGENTE,882.8446153846154,529.7067692307692,353.1378461538462,66.67
155177007,"Prime RTX 5070 Ti - Tarjeta Gráfica NVIDIA GeForce - PCIe 5.0, GDDR7, HDMI y DisplayP",ASUS,tarjetas_video,7568.090909090909,1328.4999999999998,VIGENTE,481,66.67,885.6666666666667,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000125,OPTIMO,0.22223333333333334,0.5,0.5,0.6888183333333333,20,0.000125,0.999821,5.4e-05,0.000125,VIGENTE,2214.1666666666665,1328.4999999999998,885.6666666666667,66.67
153728388,Tarjeta de Video GeForce RTX 5060 TI GAMING OC 8G 8GB GDDR7 PCIe 5.0,GIGABYTE,tarjetas_video,2866.2,502.6310769230769,VIGENTE,480,66.67,335.0873846153846,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000134,OPTIMO,0.22223333333333334,0.5,0.5,0.6888129333333334,21,0.000134,0.999783,8.4e-05,0.000134,VIGENTE,837.7184615384615,502.6310769230769,335.0873846153846,66.67
151996329,"Tarjeta de video GeForce RTX 5060 Ti AERO OC 8G, 8GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,3136.3333333333335,539.3142857142857,VIGENTE,479,66.67,359.5428571428572,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000136,OPTIMO,0.22223333333333334,0.5,0.5,0.6888117333333333,22,0.000136,0.999768,9.6e-05,0.000136,VIGENTE,898.8571428571429,539.3142857142857,359.5428571428572,66.67
152118334,"Tarjeta de video GeForce RTX 5060 Ti AERO OC 8G, 8GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,2717.0,479.6713333333333,VIGENTE,478,66.67,319.7808888888889,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000142,OPTIMO,0.22223333333333334,0.5,0.5,0.6888081333333334,23,0.000142,0.999753,0.000105,0.000142,VIGENTE,799.4522222222222,479.6713333333333,319.7808888888889,66.67
154884303,Tarjeta de Video RTX 5060 Ti 8G Gaming OC 8GB GDDR7 PCIe 5.0,Msi,tarjetas_video,2789.0,492.6152307692307,VIGENTE,477,66.67,328.4101538461539,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000145,OPTIMO,0.22223333333333334,0.5,0.5,0.6888063333333334,24,0.000145,0.99977,8.5e-05,0.000145,VIGENTE,821.0253846153846,492.6152307692307,328.4101538461539,66.67
151996329,"Tarjeta de video GeForce RTX 5060 Ti AERO OC 8G, 8GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,3136.3333333333335,539.3142857142857,VIGENTE,476,66.67,359.5428571428572,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000146,OPTIMO,0.22223333333333334,0.5,0.5,0.6888057333333334,25,0.000146,0.999754,0.000101,0.000146,VIGENTE,898.8571428571429,539.3142857142857,359.5428571428572,66.67
152004751,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,2241.0,395.74199999999996,VIGENTE,475,66.67,263.828,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000157,OPTIMO,0.22223333333333334,0.5,0.5,0.6887991333333334,26,0.000157,0.999764,8e-05,0.000157,VIGENTE,659.5699999999999,395.74199999999996,263.828,66.67
148453429,Tarjeta de video DUAL RTX 5060 O8G 8GB GDDR7 PCIe Gen 5,ASUS,tarjetas_video,2908.5363636363636,509.8753333333333,VIGENTE,474,66.67,339.91688888888893,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000179,OPTIMO,0.22223333333333334,0.5,0.5,0.6887859333333334,27,0.000179,0.999723,9.7e-05,0.000179,VIGENTE,849.7922222222222,509.8753333333333,339.91688888888893,66.67
151841718,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,3203.6666666666665,545.6053846153847,VIGENTE,473,66.67,363.73692307692306,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000198,OPTIMO,0.22223333333333334,0.5,0.5,0.6887745333333334,28,0.000198,0.999678,0.000124,0.000198,VIGENTE,909.3423076923077,545.6053846153847,363.73692307692306,66.67
B078QBK5T6,"Centaurus Warlock 2- Radeon RX 9070 XT, Intel Ultra 7 265K 20-Core, 32GB DDR5, 2TB NVMe SSD, Liquid Cooled, Windows 11 PRO, ARGB, WiFi. 4K Professional Computer Games and Video Processing Gaming PC",,CPU,5780.583333333333,1045.3721538461539,VIGENTE,472,66.67,696.9147692307693,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000208,OPTIMO,0.22223333333333334,0.5,0.5,0.6887685333333333,29,0.000208,0.999679,0.000113,0.000208,VIGENTE,1742.2869230769231,1045.3721538461539,696.9147692307693,66.67
152118334,"Tarjeta de video GeForce RTX 5060 Ti AERO OC 8G, 8GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,2717.0,479.6713333333333,VIGENTE,471,66.67,319.7808888888889,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000225,OPTIMO,0.22223333333333334,0.5,0.5,0.6887583333333334,30,0.000225,0.999613,0.000162,0.000225,VIGENTE,799.4522222222222,479.6713333333333,319.7808888888889,66.67
152004751,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,2241.0,395.74199999999996,VIGENTE,470,66.67,263.828,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000227,OPTIMO,0.22223333333333334,0.5,0.5,0.6887571333333333,31,0.000227,0.999647,0.000127,0.000227,VIGENTE,659.5699999999999,395.74199999999996,263.828,66.67
154327385,"Tarjeta de video GeForce RTX 5060 AERO OC 8G, 8 GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,2288.4545454545455,401.88466666666665,VIGENTE,469,66.67,267.92311111111115,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000232,OPTIMO,0.22223333333333334,0.5,0.5,0.6887541333333334,32,0.000232,0.999604,0.000164,0.000232,VIGENTE,669.8077777777778,401.88466666666665,267.92311111111115,66.67
151841718,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,3203.6666666666665,545.6053846153847,VIGENTE,467,66.67,363.73692307692306,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000244,OPTIMO,0.22223333333333334,0.5,0.5,0.6887469333333334,33,0.000244,0.999596,0.00016,0.000244,VIGENTE,909.3423076923077,545.6053846153847,363.73692307692306,66.67
152004751,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,2241.0,395.74199999999996,VIGENTE,467,66.67,263.828,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000244,OPTIMO,0.22223333333333334,0.5,0.5,0.6887469333333334,34,0.000244,0.999596,0.00016,0.000244,VIGENTE,659.5699999999999,395.74199999999996,263.828,66.67
148453429,Tarjeta de video DUAL RTX 5060 O8G 8GB GDDR7 PCIe Gen 5,ASUS,tarjetas_video,2908.5363636363636,509.8753333333333,VIGENTE,466,66.67,339.91688888888893,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000254,OPTIMO,0.22223333333333334,0.5,0.5,0.6887409333333334,35,0.000254,0.999605,0.000141,0.000254,VIGENTE,849.7922222222222,509.8753333333333,339.91688888888893,66.67
v1|158042337319|0,"ASUS TUF Gaming F15 15.6"" FHD i7-13620H RTX 4060 16GB 1TB SSD Gray",,,4212.414615384615,744.0,EN_RIESGO,465,66.67,496.0,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000255,OPTIMO,0.22223333333333334,0.5,0.5,0.6887403333333334,36,0.000255,1.4e-05,0.99973,0.000255,EN_RIESGO,1240.0,744.0,496.0,66.67
154798944,GeForce RTX 5070 Ti 8GB GDDR7 - Gráfica PCIe 5.0 con DisplayPort y HDMI,GIGABYTE,tarjetas_video,9349.0,1632.5978181818182,VIGENTE,464,66.67,1088.3985454545455,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000266,OPTIMO,0.22223333333333334,0.5,0.5,0.6887337333333333,37,0.000266,0.999604,0.00013,0.000266,VIGENTE,2720.9963636363636,1632.5978181818182,1088.3985454545455,66.67
154884303,Tarjeta de Video RTX 5060 Ti 8G Gaming OC 8GB GDDR7 PCIe 5.0,Msi,tarjetas_video,2789.0,492.6152307692307,VIGENTE,463,66.67,328.4101538461539,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000271,OPTIMO,0.22223333333333334,0.5,0.5,0.6887307333333333,38,0.000271,0.999565,0.000164,0.000271,VIGENTE,821.0253846153846,492.6152307692307,328.4101538461539,66.67
154329470,"Tarjeta de video GeForce RTX 5060 Ti EAGLE MAX OC 8G, 8 GB GDDR7, PCIe 5.0",GIGABYTE,tarjetas_video,2730.0,481.56899999999996,VIGENTE,461,66.67,321.04600000000005,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000273,OPTIMO,0.22223333333333334,0.5,0.5,0.6887295333333334,39,0.000273,0.999544,0.000183,0.000273,VIGENTE,802.615,481.56899999999996,321.04600000000005,66.67
152843263,"Tarjeta de video GeForce RTX 5060 Ti EAGLE MAX OC 8G, 8 GB GDDR7, PCIe 5.0",GIGABYTE,tarjetas_video,3341.5,648.1605,VIGENTE,461,66.67,432.10699999999997,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000273,OPTIMO,0.22223333333333334,0.5,0.5,0.6887295333333334,40,0.000273,0.999544,0.000183,0.000273,VIGENTE,1080.2675,648.1605,432.10699999999997,66.67
151841771,"Tarjeta de video GeForce RTX 5060 Ti 8G SHADOW 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,2848.5,489.19739999999996,VIGENTE,460,66.67,326.1316,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000277,OPTIMO,0.22223333333333334,0.5,0.5,0.6887271333333334,41,0.000277,0.999544,0.00018,0.000277,VIGENTE,815.329,489.19739999999996,326.1316,66.67
v1|137472214759|0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4",,,849.2438461538461,149.99399999999997,VIGENTE,458,66.67,99.99600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000287,OPTIMO,0.22223333333333334,0.5,0.5,0.6887211333333333,42,0.000287,0.999479,0.000234,0.000287,VIGENTE,249.98999999999998,149.99399999999997,99.99600000000001,66.67
v1|137472214759|0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4",,,849.2438461538461,149.99399999999997,VIGENTE,458,66.67,99.99600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000287,OPTIMO,0.22223333333333334,0.5,0.5,0.6887211333333333,43,0.000287,0.999479,0.000234,0.000287,VIGENTE,249.98999999999998,149.99399999999997,99.99600000000001,66.67
153492939,Tarjeta de Video GeForce RTX 5060 8G Gaming 8GB GDDR7 PCIe 5.0,Msi,tarjetas_video,2372.3333333333335,414.9804,VIGENTE,456,66.67,276.65360000000004,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000293,OPTIMO,0.22223333333333334,0.5,0.5,0.6887175333333334,44,0.000293,0.999526,0.000181,0.000293,VIGENTE,691.634,414.9804,276.65360000000004,66.67
v1|167004388201|0,"GIGABYTE X870 AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4,",,,1358.503076923077,239.93999999999997,VIGENTE,456,66.67,159.96,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000293,OPTIMO,0.22223333333333334,0.5,0.5,0.6887175333333334,45,0.000293,0.999442,0.000265,0.000293,VIGENTE,399.9,239.93999999999997,159.96,66.67
v1|167004388201|0,"GIGABYTE X870 AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4,",,,1358.503076923077,239.93999999999997,VIGENTE,456,66.67,159.96,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000293,OPTIMO,0.22223333333333334,0.5,0.5,0.6887175333333334,46,0.000293,0.999442,0.000265,0.000293,VIGENTE,399.9,239.93999999999997,159.96,66.67
v1|158086388484|0,"GIGABYTE X870 AORUS ELITE ICE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0,",,,748.54,131.994,VIGENTE,454,66.67,87.99600000000001,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000299,OPTIMO,0.22223333333333334,0.5,0.5,0.6887139333333333,47,0.000299,0.999449,0.000251,0.000299,VIGENTE,219.99,131.994,87.99600000000001,66.67
v1|147385491152|0,ASUS ROG STRIX X870E-H Gaming WiFi 7 AM5 DDR5 ATX Motherboard | PCIe 5.0,,,1114.216923076923,196.794,VIGENTE,452,66.67,131.196,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000304,OPTIMO,0.22223333333333334,0.5,0.5,0.6887109333333333,48,0.000304,0.999474,0.000222,0.000304,VIGENTE,327.99,196.794,131.196,66.67
v1|147385491152|0,ASUS ROG STRIX X870E-H Gaming WiFi 7 AM5 DDR5 ATX Motherboard | PCIe 5.0,,,1114.216923076923,196.794,VIGENTE,452,66.67,131.196,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000304,OPTIMO,0.22223333333333334,0.5,0.5,0.6887109333333333,49,0.000304,0.999474,0.000222,0.000304,VIGENTE,327.99,196.794,131.196,66.67
151841771,"Tarjeta de video GeForce RTX 5060 Ti 8G SHADOW 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,2848.5,489.19739999999996,VIGENTE,452,66.67,326.1316,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000304,OPTIMO,0.22223333333333334,0.5,0.5,0.6887109333333333,50,0.000304,0.999514,0.000182,0.000304,VIGENTE,815.329,489.19739999999996,326.1316,66.67
155296707,"Tarjeta de video GeForce RTX 5060 8G GAMING OC 8 GB GDDR7, PCIe 5.0",Msi,tarjetas_video,1966.5666666666666,346.4413846153846,VIGENTE,450,66.67,230.96092307692305,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000309,OPTIMO,0.22223333333333334,0.5,0.5,0.6887079333333334,51,0.000309,0.999501,0.00019,0.000309,VIGENTE,577.4023076923077,346.4413846153846,230.96092307692305,66.67
B0H1JNLST2,"Z890 Gaming Plus WIFI6E Motherboard, ATX-Supports Intel Core Ultra Processors (Series 2), LGA 1851 - DDR5 Memory Boost (Up to 9200+MT/s OC), 1 x PCIe 5.0 x16, 1 x M.2 Gen5, Intel Killer 5G LAN, Wi-Fi",,MOTHERBOARD,619.12,110.7816,VIGENTE,449,66.67,73.8544,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000316,OPTIMO,0.22223333333333334,0.5,0.5,0.6887037333333333,52,0.000316,0.999427,0.000256,0.000316,VIGENTE,184.636,110.7816,73.8544,66.67
152117872,"Tarjeta de video GeForce RTX 5060 Ti EAGLE OC ICE 8G, 8 GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,2520.3333333333335,444.10140000000007,VIGENTE,448,66.67,296.0676,0.6667000000000001,250,53.336000000000006,80.004,0.0,0.0,0.0,1,0.5,0,66.67,0.000317,OPTIMO,0.22223333333333334,0.5,0.5,0.6887031333333333,53,0.000317,0.999464,0.000219,0.000317,VIGENTE,740.1690000000001,444.10140000000007,296.0676,66.67
